"slotid","slotdoctorid","slotdate","slotfrom","slotto","slotstatus"
7326,2,"2023-09-08","12:45:00","13:00:00","available"
7327,2,"2023-09-09","15:00:00","15:30:00","available"
7328,2,"2023-09-09","15:30:00","16:00:00","available"
7329,2,"2023-09-09","16:00:00","16:30:00","available"
7330,2,"2023-09-09","16:30:00","17:00:00","available"
7331,2,"2023-09-09","17:00:00","17:30:00","available"
7332,2,"2023-09-09","17:30:00","18:00:00","available"
7333,2,"2023-09-11","10:00:00","10:15:00","available"
7334,2,"2023-09-11","10:15:00","10:30:00","available"
7335,2,"2023-09-11","10:30:00","10:45:00","available"
7336,2,"2023-09-11","10:45:00","11:00:00","available"
7337,2,"2023-09-11","11:00:00","11:15:00","available"
7338,2,"2023-09-11","11:15:00","11:30:00","available"
7339,2,"2023-09-11","11:30:00","11:45:00","available"
7340,2,"2023-09-11","11:45:00","12:00:00","available"
7341,2,"2023-09-11","12:00:00","12:15:00","available"
7342,2,"2023-09-11","12:15:00","12:30:00","available"
7343,2,"2023-09-11","12:30:00","12:45:00","available"
7344,2,"2023-09-11","12:45:00","13:00:00","available"
7346,2,"2023-09-12","15:30:00","16:00:00","available"
7347,2,"2023-09-12","16:00:00","16:30:00","available"
7348,2,"2023-09-12","16:30:00","17:00:00","available"
7349,2,"2023-09-12","17:00:00","17:30:00","available"
7350,2,"2023-09-12","17:30:00","18:00:00","available"
7351,2,"2023-09-13","10:00:00","10:15:00","available"
7352,2,"2023-09-13","10:15:00","10:30:00","available"
7353,2,"2023-09-13","10:30:00","10:45:00","available"
7354,2,"2023-09-13","10:45:00","11:00:00","available"
7355,2,"2023-09-13","11:00:00","11:15:00","available"
7356,2,"2023-09-13","11:15:00","11:30:00","available"
7357,2,"2023-09-13","11:30:00","11:45:00","available"
7358,2,"2023-09-13","11:45:00","12:00:00","available"
7359,2,"2023-09-13","12:00:00","12:15:00","available"
7360,2,"2023-09-13","12:15:00","12:30:00","available"
7361,2,"2023-09-13","12:30:00","12:45:00","available"
7362,2,"2023-09-13","12:45:00","13:00:00","available"
7366,2,"2023-09-14","16:30:00","17:00:00","available"
7367,2,"2023-09-14","17:00:00","17:30:00","available"
7368,2,"2023-09-14","17:30:00","18:00:00","available"
7369,2,"2023-09-15","10:00:00","10:15:00","available"
7370,2,"2023-09-15","10:15:00","10:30:00","available"
7371,2,"2023-09-15","10:30:00","10:45:00","available"
7372,2,"2023-09-15","10:45:00","11:00:00","available"
7373,2,"2023-09-15","11:00:00","11:15:00","available"
7374,2,"2023-09-15","11:15:00","11:30:00","available"
7375,2,"2023-09-15","11:30:00","11:45:00","available"
7376,2,"2023-09-15","11:45:00","12:00:00","available"
7377,2,"2023-09-15","12:00:00","12:15:00","available"
7378,2,"2023-09-15","12:15:00","12:30:00","available"
7379,2,"2023-09-15","12:30:00","12:45:00","available"
7380,2,"2023-09-15","12:45:00","13:00:00","available"
7381,2,"2023-09-16","15:00:00","15:30:00","available"
7382,2,"2023-09-16","15:30:00","16:00:00","available"
7383,2,"2023-09-16","16:00:00","16:30:00","available"
7384,2,"2023-09-16","16:30:00","17:00:00","available"
7385,2,"2023-09-16","17:00:00","17:30:00","available"
7386,2,"2023-09-16","17:30:00","18:00:00","available"
7387,2,"2023-09-18","10:00:00","10:15:00","available"
7388,2,"2023-09-18","10:15:00","10:30:00","available"
7389,2,"2023-09-18","10:30:00","10:45:00","available"
7390,2,"2023-09-18","10:45:00","11:00:00","available"
7391,2,"2023-09-18","11:00:00","11:15:00","available"
7392,2,"2023-09-18","11:15:00","11:30:00","available"
7393,2,"2023-09-18","11:30:00","11:45:00","available"
7394,2,"2023-09-18","11:45:00","12:00:00","available"
7395,2,"2023-09-18","12:00:00","12:15:00","available"
7396,2,"2023-09-18","12:15:00","12:30:00","available"
7397,2,"2023-09-18","12:30:00","12:45:00","available"
7398,2,"2023-09-18","12:45:00","13:00:00","available"
7399,2,"2023-09-19","15:00:00","15:30:00","available"
7400,2,"2023-09-19","15:30:00","16:00:00","available"
7401,2,"2023-09-19","16:00:00","16:30:00","available"
7402,2,"2023-09-19","16:30:00","17:00:00","available"
7403,2,"2023-09-19","17:00:00","17:30:00","available"
7404,2,"2023-09-19","17:30:00","18:00:00","available"
7405,2,"2023-09-20","10:00:00","10:15:00","available"
7406,2,"2023-09-20","10:15:00","10:30:00","available"
7407,2,"2023-09-20","10:30:00","10:45:00","available"
7408,2,"2023-09-20","10:45:00","11:00:00","available"
7409,2,"2023-09-20","11:00:00","11:15:00","available"
7410,2,"2023-09-20","11:15:00","11:30:00","available"
7411,2,"2023-09-20","11:30:00","11:45:00","available"
7412,2,"2023-09-20","11:45:00","12:00:00","available"
7413,2,"2023-09-20","12:00:00","12:15:00","available"
7414,2,"2023-09-20","12:15:00","12:30:00","available"
7415,2,"2023-09-20","12:30:00","12:45:00","available"
7416,2,"2023-09-20","12:45:00","13:00:00","available"
7417,2,"2023-09-21","15:00:00","15:30:00","available"
7418,2,"2023-09-21","15:30:00","16:00:00","available"
7419,2,"2023-09-21","16:00:00","16:30:00","available"
7420,2,"2023-09-21","16:30:00","17:00:00","available"
7421,2,"2023-09-21","17:00:00","17:30:00","available"
7422,2,"2023-09-21","17:30:00","18:00:00","available"
7423,2,"2023-09-22","10:00:00","10:15:00","available"
7424,2,"2023-09-22","10:15:00","10:30:00","available"
7425,2,"2023-09-22","10:30:00","10:45:00","available"
7426,2,"2023-09-22","10:45:00","11:00:00","available"
7427,2,"2023-09-22","11:00:00","11:15:00","available"
7428,2,"2023-09-22","11:15:00","11:30:00","available"
7429,2,"2023-09-22","11:30:00","11:45:00","available"
7430,2,"2023-09-22","11:45:00","12:00:00","available"
7431,2,"2023-09-22","12:00:00","12:15:00","available"
7432,2,"2023-09-22","12:15:00","12:30:00","available"
7433,2,"2023-09-22","12:30:00","12:45:00","available"
7434,2,"2023-09-22","12:45:00","13:00:00","available"
7435,2,"2023-09-23","15:00:00","15:30:00","available"
7436,2,"2023-09-23","15:30:00","16:00:00","available"
7437,2,"2023-09-23","16:00:00","16:30:00","available"
7438,2,"2023-09-23","16:30:00","17:00:00","available"
7439,2,"2023-09-23","17:00:00","17:30:00","available"
7440,2,"2023-09-23","17:30:00","18:00:00","available"
7441,2,"2023-09-25","10:00:00","10:15:00","available"
7442,2,"2023-09-25","10:15:00","10:30:00","available"
7443,2,"2023-09-25","10:30:00","10:45:00","available"
7444,2,"2023-09-25","10:45:00","11:00:00","available"
7445,2,"2023-09-25","11:00:00","11:15:00","available"
7446,2,"2023-09-25","11:15:00","11:30:00","available"
7447,2,"2023-09-25","11:30:00","11:45:00","available"
7448,2,"2023-09-25","11:45:00","12:00:00","available"
7449,2,"2023-09-25","12:00:00","12:15:00","available"
7450,2,"2023-09-25","12:15:00","12:30:00","available"
7451,2,"2023-09-25","12:30:00","12:45:00","available"
7452,2,"2023-09-25","12:45:00","13:00:00","available"
7453,2,"2023-09-26","15:00:00","15:30:00","available"
7454,2,"2023-09-26","15:30:00","16:00:00","available"
7455,2,"2023-09-26","16:00:00","16:30:00","available"
7456,2,"2023-09-26","16:30:00","17:00:00","available"
7457,2,"2023-09-26","17:00:00","17:30:00","available"
7458,2,"2023-09-26","17:30:00","18:00:00","available"
7459,2,"2023-09-27","10:00:00","10:15:00","available"
7460,2,"2023-09-27","10:15:00","10:30:00","available"
7461,2,"2023-09-27","10:30:00","10:45:00","available"
7462,2,"2023-09-27","10:45:00","11:00:00","available"
7463,2,"2023-09-27","11:00:00","11:15:00","available"
7464,2,"2023-09-27","11:15:00","11:30:00","available"
7465,2,"2023-09-27","11:30:00","11:45:00","available"
7466,2,"2023-09-27","11:45:00","12:00:00","available"
7467,2,"2023-09-27","12:00:00","12:15:00","available"
7468,2,"2023-09-27","12:15:00","12:30:00","available"
7469,2,"2023-09-27","12:30:00","12:45:00","available"
7470,2,"2023-09-27","12:45:00","13:00:00","available"
7471,2,"2023-09-28","15:00:00","15:30:00","available"
7472,2,"2023-09-28","15:30:00","16:00:00","available"
7473,2,"2023-09-28","16:00:00","16:30:00","available"
7475,2,"2023-09-28","17:00:00","17:30:00","available"
7476,2,"2023-09-28","17:30:00","18:00:00","available"
7477,2,"2023-09-29","10:00:00","10:15:00","available"
7478,2,"2023-09-29","10:15:00","10:30:00","available"
7479,2,"2023-09-29","10:30:00","10:45:00","available"
7480,2,"2023-09-29","10:45:00","11:00:00","available"
7481,2,"2023-09-29","11:00:00","11:15:00","available"
7482,2,"2023-09-29","11:15:00","11:30:00","available"
7483,2,"2023-09-29","11:30:00","11:45:00","available"
7484,2,"2023-09-29","11:45:00","12:00:00","available"
7485,2,"2023-09-29","12:00:00","12:15:00","available"
7486,2,"2023-09-29","12:15:00","12:30:00","available"
7487,2,"2023-09-29","12:30:00","12:45:00","available"
7488,2,"2023-09-29","12:45:00","13:00:00","available"
7489,2,"2023-09-30","15:00:00","15:30:00","available"
7490,2,"2023-09-30","15:30:00","16:00:00","available"
7491,2,"2023-09-30","16:00:00","16:30:00","available"
7492,2,"2023-09-30","16:30:00","17:00:00","available"
7493,2,"2023-09-30","17:00:00","17:30:00","available"
7494,2,"2023-09-30","17:30:00","18:00:00","available"
7495,3,"2023-09-02","08:00:00","08:15:00","available"
7496,3,"2023-09-02","08:15:00","08:30:00","available"
7497,3,"2023-09-02","08:30:00","08:45:00","available"
7498,3,"2023-09-02","08:45:00","09:00:00","available"
7499,3,"2023-09-02","09:00:00","09:15:00","available"
7500,3,"2023-09-02","09:15:00","09:30:00","available"
7501,3,"2023-09-02","09:30:00","09:45:00","available"
7502,3,"2023-09-02","09:45:00","10:00:00","available"
7503,3,"2023-09-02","10:00:00","10:15:00","available"
7504,3,"2023-09-02","10:15:00","10:30:00","available"
7505,3,"2023-09-02","10:30:00","10:45:00","available"
7506,3,"2023-09-02","10:45:00","11:00:00","available"
7507,3,"2023-09-03","09:00:00","09:20:00","available"
7508,3,"2023-09-03","09:20:00","09:40:00","available"
7509,3,"2023-09-03","09:40:00","10:00:00","available"
7510,3,"2023-09-03","10:00:00","10:20:00","available"
7511,3,"2023-09-03","10:20:00","10:40:00","available"
7512,3,"2023-09-03","10:40:00","11:00:00","available"
7513,3,"2023-09-03","11:00:00","11:20:00","available"
7514,3,"2023-09-03","11:20:00","11:40:00","available"
7515,3,"2023-09-03","11:40:00","12:00:00","available"
7516,3,"2023-09-04","08:00:00","08:15:00","available"
7517,3,"2023-09-04","08:15:00","08:30:00","available"
7518,3,"2023-09-04","08:30:00","08:45:00","available"
7519,3,"2023-09-04","08:45:00","09:00:00","available"
7520,3,"2023-09-04","09:00:00","09:15:00","available"
7521,3,"2023-09-04","09:15:00","09:30:00","available"
7522,3,"2023-09-04","09:30:00","09:45:00","available"
7523,3,"2023-09-04","09:45:00","10:00:00","available"
7524,3,"2023-09-04","10:00:00","10:15:00","available"
7525,3,"2023-09-04","10:15:00","10:30:00","available"
7526,3,"2023-09-04","10:30:00","10:45:00","available"
7527,3,"2023-09-04","10:45:00","11:00:00","available"
7528,3,"2023-09-04","09:00:00","09:20:00","available"
7529,3,"2023-09-04","09:20:00","09:40:00","available"
7530,3,"2023-09-04","09:40:00","10:00:00","available"
7531,3,"2023-09-04","10:00:00","10:20:00","available"
7532,3,"2023-09-04","10:20:00","10:40:00","available"
7533,3,"2023-09-04","10:40:00","11:00:00","available"
7534,3,"2023-09-04","11:00:00","11:20:00","available"
7535,3,"2023-09-04","11:20:00","11:40:00","available"
7536,3,"2023-09-04","11:40:00","12:00:00","available"
7537,3,"2023-09-05","09:00:00","09:20:00","available"
7538,3,"2023-09-05","09:20:00","09:40:00","available"
7539,3,"2023-09-05","09:40:00","10:00:00","available"
7540,3,"2023-09-05","10:00:00","10:20:00","available"
7541,3,"2023-09-05","10:20:00","10:40:00","available"
7542,3,"2023-09-05","10:40:00","11:00:00","available"
7543,3,"2023-09-05","11:00:00","11:20:00","available"
7544,3,"2023-09-05","11:20:00","11:40:00","available"
7545,3,"2023-09-05","11:40:00","12:00:00","available"
7546,3,"2023-09-07","08:00:00","08:15:00","available"
7547,3,"2023-09-07","08:15:00","08:30:00","available"
7548,3,"2023-09-07","08:30:00","08:45:00","available"
7549,3,"2023-09-07","08:45:00","09:00:00","available"
7550,3,"2023-09-07","09:00:00","09:15:00","available"
7551,3,"2023-09-07","09:15:00","09:30:00","available"
7552,3,"2023-09-07","09:30:00","09:45:00","available"
7553,3,"2023-09-07","09:45:00","10:00:00","available"
7554,3,"2023-09-07","10:00:00","10:15:00","available"
7555,3,"2023-09-07","10:15:00","10:30:00","available"
7556,3,"2023-09-07","10:30:00","10:45:00","available"
7557,3,"2023-09-07","10:45:00","11:00:00","available"
7558,3,"2023-09-09","08:00:00","08:15:00","available"
7559,3,"2023-09-09","08:15:00","08:30:00","available"
7560,3,"2023-09-09","08:30:00","08:45:00","available"
7561,3,"2023-09-09","08:45:00","09:00:00","available"
7562,3,"2023-09-09","09:00:00","09:15:00","available"
7563,3,"2023-09-09","09:15:00","09:30:00","available"
7564,3,"2023-09-09","09:30:00","09:45:00","available"
7565,3,"2023-09-09","09:45:00","10:00:00","available"
7566,3,"2023-09-09","10:00:00","10:15:00","available"
7567,3,"2023-09-09","10:15:00","10:30:00","available"
7568,3,"2023-09-09","10:30:00","10:45:00","available"
7569,3,"2023-09-09","10:45:00","11:00:00","available"
7570,3,"2023-09-10","09:00:00","09:20:00","available"
7571,3,"2023-09-10","09:20:00","09:40:00","available"
7572,3,"2023-09-10","09:40:00","10:00:00","available"
7573,3,"2023-09-10","10:00:00","10:20:00","available"
7574,3,"2023-09-10","10:20:00","10:40:00","available"
7575,3,"2023-09-10","10:40:00","11:00:00","available"
7576,3,"2023-09-10","11:00:00","11:20:00","available"
7577,3,"2023-09-10","11:20:00","11:40:00","available"
7578,3,"2023-09-10","11:40:00","12:00:00","available"
7579,3,"2023-09-11","08:00:00","08:15:00","available"
7580,3,"2023-09-11","08:15:00","08:30:00","available"
7581,3,"2023-09-11","08:30:00","08:45:00","available"
7582,3,"2023-09-11","08:45:00","09:00:00","available"
7583,3,"2023-09-11","09:00:00","09:15:00","available"
7584,3,"2023-09-11","09:15:00","09:30:00","available"
7585,3,"2023-09-11","09:30:00","09:45:00","available"
7586,3,"2023-09-11","09:45:00","10:00:00","available"
7587,3,"2023-09-11","10:00:00","10:15:00","available"
7588,3,"2023-09-11","10:15:00","10:30:00","available"
7589,3,"2023-09-11","10:30:00","10:45:00","available"
7590,3,"2023-09-11","10:45:00","11:00:00","available"
7591,3,"2023-09-11","09:00:00","09:20:00","available"
7592,3,"2023-09-11","09:20:00","09:40:00","available"
7593,3,"2023-09-11","09:40:00","10:00:00","available"
7594,3,"2023-09-11","10:00:00","10:20:00","available"
7595,3,"2023-09-11","10:20:00","10:40:00","available"
7596,3,"2023-09-11","10:40:00","11:00:00","available"
7597,3,"2023-09-11","11:00:00","11:20:00","available"
7598,3,"2023-09-11","11:20:00","11:40:00","available"
7599,3,"2023-09-11","11:40:00","12:00:00","available"
7600,3,"2023-09-12","09:00:00","09:20:00","available"
7601,3,"2023-09-12","09:20:00","09:40:00","available"
7602,3,"2023-09-12","09:40:00","10:00:00","available"
7603,3,"2023-09-12","10:00:00","10:20:00","available"
7604,3,"2023-09-12","10:20:00","10:40:00","available"
7605,3,"2023-09-12","10:40:00","11:00:00","available"
7606,3,"2023-09-12","11:00:00","11:20:00","available"
7607,3,"2023-09-12","11:20:00","11:40:00","available"
7608,3,"2023-09-12","11:40:00","12:00:00","available"
7609,3,"2023-09-14","08:00:00","08:15:00","available"
7610,3,"2023-09-14","08:15:00","08:30:00","available"
7611,3,"2023-09-14","08:30:00","08:45:00","available"
7612,3,"2023-09-14","08:45:00","09:00:00","available"
7613,3,"2023-09-14","09:00:00","09:15:00","available"
7614,3,"2023-09-14","09:15:00","09:30:00","available"
7615,3,"2023-09-14","09:30:00","09:45:00","available"
7616,3,"2023-09-14","09:45:00","10:00:00","available"
7617,3,"2023-09-14","10:00:00","10:15:00","available"
7618,3,"2023-09-14","10:15:00","10:30:00","available"
7619,3,"2023-09-14","10:30:00","10:45:00","available"
7620,3,"2023-09-14","10:45:00","11:00:00","available"
7621,3,"2023-09-16","08:00:00","08:15:00","available"
7622,3,"2023-09-16","08:15:00","08:30:00","available"
7623,3,"2023-09-16","08:30:00","08:45:00","available"
7624,3,"2023-09-16","08:45:00","09:00:00","available"
7625,3,"2023-09-16","09:00:00","09:15:00","available"
7626,3,"2023-09-16","09:15:00","09:30:00","available"
7627,3,"2023-09-16","09:30:00","09:45:00","available"
7628,3,"2023-09-16","09:45:00","10:00:00","available"
7629,3,"2023-09-16","10:00:00","10:15:00","available"
7630,3,"2023-09-16","10:15:00","10:30:00","available"
7631,3,"2023-09-16","10:30:00","10:45:00","available"
7632,3,"2023-09-16","10:45:00","11:00:00","available"
7633,3,"2023-09-17","09:00:00","09:20:00","available"
7634,3,"2023-09-17","09:20:00","09:40:00","available"
7635,3,"2023-09-17","09:40:00","10:00:00","available"
7636,3,"2023-09-17","10:00:00","10:20:00","available"
7637,3,"2023-09-17","10:20:00","10:40:00","available"
7638,3,"2023-09-17","10:40:00","11:00:00","available"
7639,3,"2023-09-17","11:00:00","11:20:00","available"
7640,3,"2023-09-17","11:20:00","11:40:00","available"
7641,3,"2023-09-17","11:40:00","12:00:00","available"
7642,3,"2023-09-18","08:00:00","08:15:00","available"
7643,3,"2023-09-18","08:15:00","08:30:00","available"
7644,3,"2023-09-18","08:30:00","08:45:00","available"
7645,3,"2023-09-18","08:45:00","09:00:00","available"
7646,3,"2023-09-18","09:00:00","09:15:00","available"
7647,3,"2023-09-18","09:15:00","09:30:00","available"
7648,3,"2023-09-18","09:30:00","09:45:00","available"
7649,3,"2023-09-18","09:45:00","10:00:00","available"
7650,3,"2023-09-18","10:00:00","10:15:00","available"
7651,3,"2023-09-18","10:15:00","10:30:00","available"
7652,3,"2023-09-18","10:30:00","10:45:00","available"
7653,3,"2023-09-18","10:45:00","11:00:00","available"
7654,3,"2023-09-18","09:00:00","09:20:00","available"
7655,3,"2023-09-18","09:20:00","09:40:00","available"
7656,3,"2023-09-18","09:40:00","10:00:00","available"
7657,3,"2023-09-18","10:00:00","10:20:00","available"
7658,3,"2023-09-18","10:20:00","10:40:00","available"
7659,3,"2023-09-18","10:40:00","11:00:00","available"
7660,3,"2023-09-18","11:00:00","11:20:00","available"
7661,3,"2023-09-18","11:20:00","11:40:00","available"
7662,3,"2023-09-18","11:40:00","12:00:00","available"
7663,3,"2023-09-19","09:00:00","09:20:00","available"
7664,3,"2023-09-19","09:20:00","09:40:00","available"
7665,3,"2023-09-19","09:40:00","10:00:00","available"
7666,3,"2023-09-19","10:00:00","10:20:00","available"
7667,3,"2023-09-19","10:20:00","10:40:00","available"
7668,3,"2023-09-19","10:40:00","11:00:00","available"
7669,3,"2023-09-19","11:00:00","11:20:00","available"
7670,3,"2023-09-19","11:20:00","11:40:00","available"
7671,3,"2023-09-19","11:40:00","12:00:00","available"
7672,3,"2023-09-21","08:00:00","08:15:00","available"
7673,3,"2023-09-21","08:15:00","08:30:00","available"
7674,3,"2023-09-21","08:30:00","08:45:00","available"
7675,3,"2023-09-21","08:45:00","09:00:00","available"
7676,3,"2023-09-21","09:00:00","09:15:00","available"
7677,3,"2023-09-21","09:15:00","09:30:00","available"
7678,3,"2023-09-21","09:30:00","09:45:00","available"
7679,3,"2023-09-21","09:45:00","10:00:00","available"
7680,3,"2023-09-21","10:00:00","10:15:00","available"
7681,3,"2023-09-21","10:15:00","10:30:00","available"
7682,3,"2023-09-21","10:30:00","10:45:00","available"
7683,3,"2023-09-21","10:45:00","11:00:00","available"
7684,3,"2023-09-23","08:00:00","08:15:00","available"
7685,3,"2023-09-23","08:15:00","08:30:00","available"
7686,3,"2023-09-23","08:30:00","08:45:00","available"
7687,3,"2023-09-23","08:45:00","09:00:00","available"
7688,3,"2023-09-23","09:00:00","09:15:00","available"
7689,3,"2023-09-23","09:15:00","09:30:00","available"
7690,3,"2023-09-23","09:30:00","09:45:00","available"
7691,3,"2023-09-23","09:45:00","10:00:00","available"
7692,3,"2023-09-23","10:00:00","10:15:00","available"
7693,3,"2023-09-23","10:15:00","10:30:00","available"
7694,3,"2023-09-23","10:30:00","10:45:00","available"
7695,3,"2023-09-23","10:45:00","11:00:00","available"
7696,3,"2023-09-24","09:00:00","09:20:00","available"
7697,3,"2023-09-24","09:20:00","09:40:00","available"
7698,3,"2023-09-24","09:40:00","10:00:00","available"
7699,3,"2023-09-24","10:00:00","10:20:00","available"
7700,3,"2023-09-24","10:20:00","10:40:00","available"
7701,3,"2023-09-24","10:40:00","11:00:00","available"
7702,3,"2023-09-24","11:00:00","11:20:00","available"
7703,3,"2023-09-24","11:20:00","11:40:00","available"
7704,3,"2023-09-24","11:40:00","12:00:00","available"
7705,3,"2023-09-25","08:00:00","08:15:00","available"
7706,3,"2023-09-25","08:15:00","08:30:00","available"
7707,3,"2023-09-25","08:30:00","08:45:00","available"
7708,3,"2023-09-25","08:45:00","09:00:00","available"
7709,3,"2023-09-25","09:00:00","09:15:00","available"
7710,3,"2023-09-25","09:15:00","09:30:00","available"
7711,3,"2023-09-25","09:30:00","09:45:00","available"
7712,3,"2023-09-25","09:45:00","10:00:00","available"
7713,3,"2023-09-25","10:00:00","10:15:00","available"
7714,3,"2023-09-25","10:15:00","10:30:00","available"
7715,3,"2023-09-25","10:30:00","10:45:00","available"
7716,3,"2023-09-25","10:45:00","11:00:00","available"
7717,3,"2023-09-25","09:00:00","09:20:00","available"
7718,3,"2023-09-25","09:20:00","09:40:00","available"
7719,3,"2023-09-25","09:40:00","10:00:00","available"
7720,3,"2023-09-25","10:00:00","10:20:00","available"
7721,3,"2023-09-25","10:20:00","10:40:00","available"
7722,3,"2023-09-25","10:40:00","11:00:00","available"
7723,3,"2023-09-25","11:00:00","11:20:00","available"
7724,3,"2023-09-25","11:20:00","11:40:00","available"
7725,3,"2023-09-25","11:40:00","12:00:00","available"
7726,3,"2023-09-26","09:00:00","09:20:00","available"
7727,3,"2023-09-26","09:20:00","09:40:00","available"
7728,3,"2023-09-26","09:40:00","10:00:00","available"
7729,3,"2023-09-26","10:00:00","10:20:00","available"
7730,3,"2023-09-26","10:20:00","10:40:00","available"
7731,3,"2023-09-26","10:40:00","11:00:00","available"
7732,3,"2023-09-26","11:00:00","11:20:00","available"
7733,3,"2023-09-26","11:20:00","11:40:00","available"
7734,3,"2023-09-26","11:40:00","12:00:00","available"
7735,3,"2023-09-28","08:00:00","08:15:00","available"
7736,3,"2023-09-28","08:15:00","08:30:00","available"
7737,3,"2023-09-28","08:30:00","08:45:00","available"
7738,3,"2023-09-28","08:45:00","09:00:00","available"
7739,3,"2023-09-28","09:00:00","09:15:00","available"
7740,3,"2023-09-28","09:15:00","09:30:00","available"
7741,3,"2023-09-28","09:30:00","09:45:00","available"
7742,3,"2023-09-28","09:45:00","10:00:00","available"
7743,3,"2023-09-28","10:00:00","10:15:00","available"
7744,3,"2023-09-28","10:15:00","10:30:00","available"
7745,3,"2023-09-28","10:30:00","10:45:00","available"
7746,3,"2023-09-28","10:45:00","11:00:00","available"
7747,3,"2023-09-30","08:00:00","08:15:00","available"
7748,3,"2023-09-30","08:15:00","08:30:00","available"
7749,3,"2023-09-30","08:30:00","08:45:00","available"
7750,3,"2023-09-30","08:45:00","09:00:00","available"
7751,3,"2023-09-30","09:00:00","09:15:00","available"
7752,3,"2023-09-30","09:15:00","09:30:00","available"
7753,3,"2023-09-30","09:30:00","09:45:00","available"
7754,3,"2023-09-30","09:45:00","10:00:00","available"
7755,3,"2023-09-30","10:00:00","10:15:00","available"
7756,3,"2023-09-30","10:15:00","10:30:00","available"
7757,3,"2023-09-30","10:30:00","10:45:00","available"
7758,3,"2023-09-30","10:45:00","11:00:00","available"
7759,3,"2023-10-01","09:00:00","09:20:00","available"
7760,3,"2023-10-01","09:20:00","09:40:00","available"
7761,3,"2023-10-01","09:40:00","10:00:00","available"
7762,3,"2023-10-01","10:00:00","10:20:00","available"
7763,3,"2023-10-01","10:20:00","10:40:00","available"
7764,3,"2023-10-01","10:40:00","11:00:00","available"
7765,3,"2023-10-01","11:00:00","11:20:00","available"
7766,3,"2023-10-01","11:20:00","11:40:00","available"
7767,3,"2023-10-01","11:40:00","12:00:00","available"
7780,4,"2023-09-02","10:00:00","10:30:00","available"
7781,4,"2023-09-02","10:30:00","11:00:00","available"
7782,4,"2023-09-02","11:00:00","11:30:00","available"
7783,4,"2023-09-02","11:30:00","12:00:00","available"
7784,4,"2023-09-02","12:00:00","12:30:00","available"
7785,4,"2023-09-02","12:30:00","13:00:00","available"
7786,4,"2023-09-04","14:00:00","14:15:00","available"
7787,4,"2023-09-04","14:15:00","14:30:00","available"
7788,4,"2023-09-04","14:30:00","14:45:00","available"
7789,4,"2023-09-04","14:45:00","15:00:00","available"
7790,4,"2023-09-04","15:00:00","15:15:00","available"
7791,4,"2023-09-04","15:15:00","15:30:00","available"
7792,4,"2023-09-04","15:30:00","15:45:00","available"
7793,4,"2023-09-04","15:45:00","16:00:00","available"
7794,4,"2023-09-04","16:00:00","16:15:00","available"
7795,4,"2023-09-04","16:15:00","16:30:00","available"
7796,4,"2023-09-04","16:30:00","16:45:00","available"
7797,4,"2023-09-04","16:45:00","17:00:00","available"
7798,4,"2023-09-05","10:00:00","10:30:00","available"
7799,4,"2023-09-05","10:30:00","11:00:00","available"
7800,4,"2023-09-05","11:00:00","11:30:00","available"
7801,4,"2023-09-05","11:30:00","12:00:00","available"
7802,4,"2023-09-05","12:00:00","12:30:00","available"
7803,4,"2023-09-05","12:30:00","13:00:00","available"
7804,4,"2023-09-06","14:00:00","14:15:00","available"
7805,4,"2023-09-06","14:15:00","14:30:00","available"
7806,4,"2023-09-06","14:30:00","14:45:00","available"
7807,4,"2023-09-06","14:45:00","15:00:00","available"
7808,4,"2023-09-06","15:00:00","15:15:00","available"
7809,4,"2023-09-06","15:15:00","15:30:00","available"
7810,4,"2023-09-06","15:30:00","15:45:00","available"
7811,4,"2023-09-06","15:45:00","16:00:00","available"
7812,4,"2023-09-06","16:00:00","16:15:00","available"
7813,4,"2023-09-06","16:15:00","16:30:00","available"
7814,4,"2023-09-06","16:30:00","16:45:00","available"
7815,4,"2023-09-06","16:45:00","17:00:00","available"
7816,4,"2023-09-07","10:00:00","10:30:00","available"
7817,4,"2023-09-07","10:30:00","11:00:00","available"
7818,4,"2023-09-07","11:00:00","11:30:00","available"
7819,4,"2023-09-07","11:30:00","12:00:00","available"
7820,4,"2023-09-07","12:00:00","12:30:00","available"
7821,4,"2023-09-07","12:30:00","13:00:00","available"
7822,4,"2023-09-08","14:00:00","14:15:00","available"
7823,4,"2023-09-08","14:15:00","14:30:00","available"
7824,4,"2023-09-08","14:30:00","14:45:00","available"
7825,4,"2023-09-08","14:45:00","15:00:00","available"
7826,4,"2023-09-08","15:00:00","15:15:00","available"
7827,4,"2023-09-08","15:15:00","15:30:00","available"
7828,4,"2023-09-08","15:30:00","15:45:00","available"
7829,4,"2023-09-08","15:45:00","16:00:00","available"
7830,4,"2023-09-08","16:00:00","16:15:00","available"
7831,4,"2023-09-08","16:15:00","16:30:00","available"
7832,4,"2023-09-08","16:30:00","16:45:00","available"
7833,4,"2023-09-08","16:45:00","17:00:00","available"
7834,4,"2023-09-09","10:00:00","10:30:00","available"
7835,4,"2023-09-09","10:30:00","11:00:00","available"
7836,4,"2023-09-09","11:00:00","11:30:00","available"
7837,4,"2023-09-09","11:30:00","12:00:00","available"
7838,4,"2023-09-09","12:00:00","12:30:00","available"
7839,4,"2023-09-09","12:30:00","13:00:00","available"
7840,4,"2023-09-11","14:00:00","14:15:00","available"
